Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Instrument
512169,Capricorn Systems Global Solutions Ltd.,CAPRICORN,Capricorn Systems Global Solutions Ltd,Active,XT,10.00,INE968E01012,Equity,,,,,
512173,"Park Avenue Engineering Ltd.,",PARKAVN,Park Avenue Engineering Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512175,Vama Industries Limited,VAMA,Vama Industries Ltd,Active,X ,2.00,INE685D01022,Equity,,,,,
512177,"Cherry Mercantile Co. Ltd.,",CHMERCN,Cherry Mercantile Company Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512179,Sunteck Realty Ltd,SUNTECK,Sunteck Realty Ltd,Active,B ,1.00,INE805D01034,Equity,,,,,
512183,"Harisiddha Trading & Finance Ltd.,",HARTF,Harisiddha Trading & Finance Ltd,Delisted,Z ,10.00,INE596C01015,Equity,,,,,
512185,IOL Netcom Ltd,IOLN,IOL Netcom Ltd,Delisted,T ,10.00,INE517C01011,Equity,,,,,
512187,"Greenfield Industreis Ltd.,",GRFINDL,Greenfield Industries Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512189,Prem Kutir Estates & Properties Ltd,PREMKUT,Prem Kutir Estates & Properties Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512191,Mishka Finance and Trading Limited,MISHKAFIN,Mishka Finance and Trading Ltd,Suspended,XT,1.00,INE231N01024,Equity,,,,,
512193,DCL Securities Limited,ZDCLSECU,DCL Securities Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512195,Bentley Commercial Enterprises Ltd.,BENTCOM,Bentley Commercial Enterprises Ltd,Active,P ,10.00,INE496M01017,Equity,,,,,
512197,Silver oak Commercial Ltd.,SILVERO,Silveroak Commercials Ltd,Active,Z ,10.00,INE798C01017,Equity,,,,,
512199,CORE Education & Technologies Ltd,COREEDUTEC,CORE Education & Technologies Ltd,Delisted,Z ,2.00,INE247G01024,Equity,,,,,
512205,Vatsa Educations Ltd.,VATSAEDU,Vatsa Educations Ltd,Delisted,X ,1.00,INE815A01021,Equity,,,,,
512207,Effingo Textile & Trading Limited,EFFTXT,Effingo Textile & Trading Ltd,Delisted,XT,1.00,INE907N01029,Equity,,,,,
512211,Sangam Exports Co. Ltd.,SANGEXP,Sangam Exports Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512213,Classic Electricals Ltd.,CLASELE,Classic Electricals Ltd,Active,XT,10.00,INE02BR01017,Equity,,,,,
512215,STEPHANOTIS FINANCE LIMITED,STEPHANOTIS,Stephanotis Finance Ltd,Delisted,Z ,10.00,INE902L01016,Equity,,,,,
512217,Prism Medico and Pharmacy Ltd.,PRISMMEDI,Prism Medico and Pharmacy Ltd,Active,X ,10.00,INE730E01016,Equity,,,,,
512219,Finaventure Capital Ltd,FINAVENT,Finaventure Capital Ltd,Delisted,Z ,10.00,INE128B01019,Equity,,,,,
512221,SPV GLOBAL TRADING LIMITED,SPVGLOBAL,SPV Global Trading Ltd,Active,XT,10.00,INE177E01010,Equity,,,,,
512223,Simco Trading & Finance Co. Ltd.,ZSIMCOTR,Simco Trading & Finance Company Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512225,AN Global Limited,ANGLOBA,AN Global Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512229,Veritas (India) Limited,VERITAS,Veritas (India) Ltd,Active,XT,1.00,INE379J01029,Equity,,,,,
512233,Jaybharat Textiles And Real Estate Limited,JAYTEX,Jaybharat Textiles and Real Estate Ltd,Active,Z ,2.00,INE091E01039,Equity,,,,,
512237,Jai Corp Limited,JAICORPLTD,Jai Corp Ltd,Active,B ,1.00,INE070D01027,Equity,,,,,
512239,Jacqart Chemical Industries Ltd,ZJQARTCH,Jacqart Chemical Industries Ltd,Delisted,B ,10.00,INE966G01011,Equity,,,,,
512243,Surana Securities Ltd,SURASEC,Surana Securities Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512245,Nivi Trading Ltd.,ZNIVITRD,Nivi Trading Ltd,Active,P ,10.00,INE552F01011,Equity,,,,,
512247,Ashirwad Capital Ltd.,ASHCAP,Ashirwad Capital Ltd,Active,X ,1.00,INE894A01026,Equity,,,,,
512253,Meuse Kara & Sungrace Mafatlal Limited,MEUSEKARA,Meuse Kara & Sungrace Mafatlal Ltd,Delisted,Z ,10.00,INE756D01013,Equity,,,,,
512255,S P Investrade (India) Limited,SPINVEST,S P Investrade (India) Ltd,Delisted,P ,10.00,INE869O01011,Equity,,,,,
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,Active,X ,1.00,INE895A01023,Equity,,,,,
512261,Bajaj Global Ltd,BAJGLOB,Bajaj Global Ltd,Active,XT,10.00,INE553H01015,Equity,,,,,
512263,"Purva Engineers Ltd.,",ZPURVENGDM,Purva Engineers Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512265,Avon Mercantile Ltd.,AVONMERC,Avon Mercantile Ltd,Active,XT,10.00,INE471D01019,Equity,,,,,
512267,Media Matrix Worldwide Ltd.,MMWL,Media Matrix Worldwide Ltd,Active,T ,1.00,INE200D01020,Equity,,,,,
512269,Warden Construction & Finance Ltd.,ZWARDENC,Warden Construction & Finance Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512271,Tashi India Ltd.,TASHIND,Tashi India Ltd,Active,XT,10.00,INE552H01017,Equity,,,,,
512273,Aroni Commercials Limited,ARONICOMM,Aroni Commercials Ltd-$,Delisted,X ,10.00,INE484B01016,Equity,,,,,
512277,Autoriders International Ltd,AUTOINT,Autoriders International Ltd,Active,X ,10.00,INE340U01010,Equity,,,,,
512279,N2N Technologies Limited,NNTL,N2N Technologies Ltd,Active,Z ,10.00,INE043F01011,Equity,,,,,
512281,Europlast India Ltd,EUROPLS,Europlast India Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512285,Yuvraj International Ltd.,YUVINTL,Yuvraj International Ltd,Delisted,ZP,10.00,NA          ,Equity,,,,,
512289,Shirpur Gold Refinery Ltd.,SHIRPUR-G,Shirpur Gold Refinery Ltd,Suspended,Z ,10.00,INE196B01016,Equity,,,,,
512291,Speedage Commercials Ltd.,ZSPEEDCO,Speedage Commercials Ltd,Active,P ,10.00,INE497M01015,Equity,,,,,
512294,Parasrampuria Polyamides Ltd,ZPARAPLY,Parasrampuria Polymides Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512296,Bhagyanagar India Limited,BHAGYANGR,Bhagyanagar India Ltd,Active,T ,2.00,INE458B01036,Equity,,,,,
512297,Shantai Industries Limited,SHANTAI,Shantai Industries Ltd,Active,XT,2.00,INE408F01024,Equity,,,,,
512299,Sterling Biotech Ltd.,STERLINBIO,Sterling Biotech Ltd,Delisted,Z ,1.00,INE324C01038,Equity,,,,,
512301,Chambal Breweries & Distilleries Li,CHMBBRW,Chambal Breweries & Distilleries Ltd,Active,XT,10.00,INE417N01011,Equity,,,,,
512303,Mansoon Trading Co. Ltd.,ZMANSOON,Mansoon Trading Company Ltd,Active,P ,10.00,INE776V01013,Equity,,,,,
512305,"Kaslow Trades & Finance Ltd.,",ZKASLOWTDM,ZKASLOWTDM,Delisted,Z ,10.00,NA          ,Equity,,,,,
512307,Typhoon Holdings Ltd.,TYPHOON,Typhoon Holdings Ltd,Active,XT,10.00,INE2L3M01012,Equity,,,,,
512309,Rosekamal Textiles Ltd.,ROSETEX,Rosekamal Textiles Ltd,Delisted,XT,10.00,INE392F01012,Equity,,,,,
512311,Surabhi Chemicals & Investments Ltd,SURCHIN,Surabhi Chemicals & Investments Ltd,Delisted,XT,1.00,INE401F01037,Equity,,,,,
512313,Bijlee Textiles Ltd.,BIJLTEX,Bijlee Textiles Ltd,Delisted,XT,10.00,INE368F01012,Equity,,,,,
512317,"Netwest Finance Ltd.,",NTWSTFN,Netwest Finance Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512319,Rajlaxmi Industries Ltd.,RAJLXIN,Rajlaxmi Industries Ltd,Delisted,XT,1.00,INE400O01023,Equity,,,,,
512321,Vishva-Vishal Engineering Ltd.,VISWVIS,Vishva Vishal Engineering Ltd,Delisted,Y ,10.00,NA          ,Equity,,,,,
512327,"Trilochan Traders & Agencies Ltd.,",TRLTRAG,Trilochan Traders & Agency Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512329,SG MART LIMITED,SGMART,SG Mart Ltd,Active,B ,1.00,INE385F01024,Equity,,,,,
512332,Birla Capital & Financial Services Ltd.,BIRLACAP,Birla Capital & Financial Services Ltd,Suspended,Z ,2.00,INE776E01027,Equity,,,,,
512335,AVS World Trade Ltd,AVSWLTR,AVS World Trade Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512337,Mahashree Trading Ltd.,MAHSHRE,Mahashree Trading Ltd,Suspended,ZP,10.00,INE924T01013,Equity,,,,,
512341,CES Limited,CESL,CES Ltd,Delisted,XT,10.00,INE396F01013,Equity,,,,,
512344,Aravali Securities & Finance Ltd.,ARAVALIS,Aravali Securities & Finance Ltd,Active,X ,10.00,INE068C01015,Equity,,,,,
512345,LEXORA GLOBAL LIMITED,LEXGLOBAL,Lexora Global Ltd,Active,XT,10.00,INE745A01012,Equity,,,,,
512347,"Leader Packaging Industries Ltd.,",LEADPKG,Leader Packaging Industries Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512349,Linkhouse Industries Ltd.,LINKH,Linkhouse Industries Ltd,Delisted,XT,1.00,INE080C01028,Equity,,,,,
512351,Magico Exports & Consultants Ltd,ZMAGICOE,Magico Exports & Consultants Ltd,Delisted,T ,10.00,NA          ,Equity,,,,,
512353,Rusoday & Co. Ltd.,RUSODAY,Rusoday & Company Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512355,Anukaran Commercial  Enterprises Lt,ZANUKCOM,Anukaran Commercial Enterprises Ltd,Delisted,XT,1.00,INE090G01028,Equity,,,,,
512357,Suniti Commercials Ltd.,ZSUNITCO,Suniti Commercials Ltd,Delisted,T ,10.00,NA          ,Equity,,,,,
512359,Sword-Edge Commercials Limited,SWORDEDGE,Sword-Edge Commercials Ltd,Suspended,Z ,1.00,INE093G01022,Equity,,,,,
512361,CUPID BREWERIES AND DISTILLERIES LIMITED,CUPIDALBV,Cupid Breweries And Distilleries Ltd,Active,XT,10.00,INE108G01010,Equity,,,,,
512365,Cosy Mercantile Ltd.,COSYMER,Cosy Mercantile Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512367,Sheraton Properties & Finance Ltd.,ZSHERAPR,Sheraton Properties & Finance Ltd,Active,P ,10.00,INE495M01019,Equity,,,,,
512369,Ennore Coke Limited,ENNORE,Ennore Coke Ltd,Suspended,XT,10.00,INE755H01016,Equity,,,,,
512371,"Esquire Engineering Ltd.,",ZESQENGP,Esquire Engineering Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512375,Innoventive Venture Limited,INNOVENT,Innoventive Venture Ltd,Delisted,ZP,10.00,INE322N01013,Equity,,,,,
512377,Magnanimous Trade & Finance Ltd.,MAGANTR,Magnanimous Trade & finance Ltd,Active,XT,10.00,INE664N01018,Equity,,,,,
512379,CRESSANDA RAILWAY SOLUTIONS LIMITED,CRSL,Cressanda Railway Solutions Ltd,Active,X ,1.00,INE716D01033,Equity,,,,,
512381,STARTECK FINANCE LIMITED,STARTECK,Starteck Finance Ltd,Active,B ,10.00,INE992I01013,Equity,,,,,
512383,"Delstar Commercial & Finance Ltd.,",ZDELSTCO,Delstar Commercial & Finance Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512387,"Western India Industries Ltd.,",WIINDDM,Western India Industries Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512389,Wall Street Housing & Fin.Corp.Ltd,WASTHOU,Wall Street Housing & Finance Corporation Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512393,Shardul Securities Ltd.,SHARDUL,Shardul Securities Ltd,Active,T ,2.00,INE037B01020,Equity,,,,,
512397,RATAN GLITTER INDUSTRIES LTD.,RATANGLI,Ratan Glitter Industries Ltd,Delisted,Z ,10.00,INE348E01017,Equity,,,,,
512399,SERA INVESTMENTS & FINANCE INDIA LIMITED,SERA,Sera Investments & Finance India Ltd,Active,X ,2.00,INE017I01027,Equity,,,,,
512401,Kaytee Cotsynth Industries Ltd.,ZKAYTCOT,Kaytee Cotsynth Industries Ltd,Delisted,P ,10.00,-,Equity,,,,,
512404,Bengal Steel Industries Ltd.,BENGALS,Bengal Steel Industries Ltd,Active,P ,10.00,INE523W01017,Equity,,,,,
512405,i Power Solutions India Ltd.,IPOWER,I-Power Solutions India Ltd,Active,XT,10.00,INE468F01010,Equity,,,,,
512408,Uniworth Securities Limited,UNIWSEC,Uniworth Securities Ltd,Active,XT,10.00,INE728J01019,Equity,,,,,
512409,Rajsanket Realty Limited,RAJSAN,Rajsanket Realty Ltd,Delisted,Z ,10.00,INE314F01016,Equity,,,,,
512411,"Madalsa Agrotech Limited.,",AUROBRT,Madalsa Agrotech Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512413,Spectacle Ventures Limited,SPECTACLE,Spectacle Ventures Ltd,Delisted,Z ,1.00,INE409H01028,Equity,,,,,
512415,Mercury Trade Links Ltd.,MERCTRD,Mercury Trade Links Ltd,Active,X ,10.00,INE319T01016,Equity,,,,,
512417,Trinity Tradelink Limited,TRITRADE,Trinity Tradelink Ltd,Suspended,Z ,1.00,INE567D01022,Equity,,,,,
512419,Sampark Trading & Finance Ltd.,ZSAMPKTR,Sampark Trading & Finance Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512424,MTZ Polyfilms Ltd.,MTZPOLY,MTZ Polyfilms Ltd,Delisted,XT,10.00,INE864A01011,Equity,,,,,
512425,Nirav Commercials Ltd.,NIRAVCOM,Nirav Commercials Ltd,Active,X ,10.00,INE242B01018,Equity,,,,,
512427,"Deora Polytex Ltd.,",DEORAPL,Deora Polytex Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512429,Nitin Industries Ltd.,NITININ,Nitin Industries Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512431,White Hall Commercial Co.Ltd.,WHITHAL,White Hall Commercial Company Ltd,Active,XT,10.00,INE416X01012,Equity,,,,,
512433,Asutosh Enterprise Ltd.,ASUTENT,Asutosh Enterprise Ltd,Active,P ,10.00,INE508W01018,Equity,,,,,
512437,Apollo Finvest (India) Ltd.,APOLLOFI,Apollo Finvest India Ltd,Active,X ,10.00,INE412D01013,Equity,,,,,
512439,Esquire Money Guarantees Ltd,ESQRMON,Esquire Money Guarantees Ltd,Active,XT,10.00,INE0HMN01013,Equity,,,,,
512441,Enbee Trade & Finance Ltd.,ENBETRD,Enbee Trade & Finance Ltd,Active,X ,1.00,INE993I01029,Equity,,,,,
512443,Ganon Products Limited,GANONPRO,Ganon Products Ltd,Active,X ,10.00,INE162L01017,Equity,,,,,
512445,Devinsu Trading Ltd.,DEVITRD,Devinsu Trading Ltd,Active,XT,10.00,INE07LH01016,Equity,,,,,
512447,Innovision E-Commerce Ltd.,INNOVIS,Innovision E-Commerce Ltd,Delisted,Z ,1.00,INE880C01021,Equity,,,,,
512449,SVC Resources Limited,SVCRES,SVC Resources Ltd,Delisted,Z ,10.00,INE254H01044,Equity,,,,,
512453,Shri Jagdamba Polymers Ltd,SHRJAGP,Shri Jagdamba Polymers Ltd,Active,X ,1.00,INE564J01026,Equity,,,,,
512455,Lloyds Metals and Energy Limited,LLOYDSME,Lloyds Metals and Energy Ltd,Active,A ,1.00,INE281B01032,Equity,,,,,
512461,Punctual Trading Ltd.,PUNCTRD,Punctual Trading Ltd,Active,P ,10.00,INE07NX01019,Equity,,,,,
512463,LLOYDS ENTERPRISES LIMITED,LLOYDSENT,Lloyds Enterprises Ltd,Active,A ,1.00,INE080I01025,Equity,,,,,
512465,Santowin Corporation Limited,SANTOWIN,Santowin Corporation Ltd,Delisted,Z ,1.00,INE386L01038,Equity,,,,,
512477,Betex India Ltd.,BETXIND,Betex India Ltd,Active,X ,10.00,INE765L01017,Equity,,,,,
512479,VIRYA RESOURCES LIMITED,VIRYA,Virya Resources Ltd,Active,XT,10.00,INE661K01010,Equity,,,,,
512481,Polytex India Ltd.,POLYTEX,Polytex India Ltd,Active,XT,10.00,INE012F01016,Equity,,,,,
512485,Dhanlaxmi Cotex Ltd.,DHANCOT,Dhanlaxmi Cotex Ltd,Active,XT,10.00,INE977F01010,Equity,,,,,
512487,Remi Elektrotechnik Limited,REMIELEK,Remi Elektrotechnik Ltd,Delisted,XT,10.00,INE512H01011,Equity,,,,,
512489,Oasis Securities Limited,OASISEC,Oasis Securities Ltd,Active,X ,1.00,INE876A01023,Equity,,,,,
512491,Sonu Synthetics Ltd.,SONUSYN,Sonu Synthetics Ltd,Delisted,P ,10.00,-,Equity,,,,,
512493,Garnet International Limited,GARNETINT,Garnet International Ltd,Active,X ,10.00,INE590B01010,Equity,,,,,
512499,Shalimar Productions Ltd.,SHALPRO,Shalimar Productions Ltd,Active,XT,1.00,INE435E01020,Equity,,,,,
512503,Amar Vanijya Ltd.,AMARVAN,Amar Vanijya Ltd ,Delisted,Z ,10.00,INE499F01015,Equity,,,,,
512505,Meenakshi Steel Industries Ltd.,MEENST,Meenakshi Steel Industries Ltd,Active,Z ,10.00,INE721V01019,Equity,,,,,
512511,Varun Mercantile Ltd.,VARUNME,Varun Mercantile Ltd,Active,XT,10.00,INE442U01014,Equity,,,,,
512517,Vinayak Vanijya Ltd.,VINVANI,Vinayak Vanijya Ltd,Active,XT,10.00,INE132V01019,Equity,,,,,
512519,Donear Industries Ltd,DONEAR,Donear Industries Ltd-$,Active,B ,2.00,INE668D01028,Equity,,,,,
512520,Priyanka Udyog Ltd.,PRIYANK,Priyanka Udyog Ltd ,Delisted,P ,10.00,NA          ,Equity,,,,,
512522,Neptune Exports Ltd.,NEPTEXP,Neptune Exports Ltd,Delisted,P ,10.00,INE066X01015,Equity,,,,,
512527,Super Sales India Ltd.,SUPER,Super Sales India Ltd-$,Active,X ,10.00,INE091C01017,Equity,,,,,
512529,VIYASH SCIENTIFIC LIMITED,VIYASH,Viyash Scientific Ltd,Active,A ,2.00,INE807F01027,Equity,,,,,
512531,State Trading Corporation of India,STCINDIA,State Trading Corporation of India Ltd,Active,B ,10.00,INE655A01013,Equity,,,,,
512533,Bharat Commerce & Industries Ltd.,BHRATCOM,Bharat Commerce & Industries Ltd,Delisted,B ,10.00,INE032C01011,Equity,,,,,
512535,Asahi Infrastructure & Projects Ltd,ASAHINFRA,Asahi Infrastructure & Projects Ltd,Delisted,Z ,10.00,INE933C01036,Equity,,,,,
512537,Lakshmi Trade Credits Ltd.,LKSMITR,Lakshmi Trades Credit Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512539,Mahadev Corporation (India) Ltd.,MAHDECO,Mahadev Corporation (India) Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512543,Kiran Overseas Exports Ltd.,KIRANTRDM,Kiran Overseas Exports Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512547,Zillion Medicare (Exports) Ltd,WORLDTR,Zillion Medicare (Exports) Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512549,Druckgrafen India Ltd.,DRUCGRF,Druckgrafen India Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512551,Pittie Finance Ltd.,PITFI,Pittie Finance Ltd,Delisted,Z ,10.00,INE331B01019,Equity,,,,,
512553,Zenith Exports Ltd.,ZENITHEXPO,Zenith Exports Ltd,Active,B ,10.00,INE058B01018,Equity,,,,,
512555,Savitri Overseas Ltd.,SAVOV,Savitri Overseas Ltd,Delisted,Z ,10.00,INE828C01012,Equity,,,,,
512557,Girish Travels & Couriers Ltd.,GIRSHTR,Girish Travels & Courier Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512559,Kohinoor Foods Ltd,KOHINOOR,Kohinoor Foods Ltd,Active,B ,10.00,INE080B01012,Equity,,,,,
512561,Chinar Exports Ltd.,CHINEXP,Chinar Exports Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512563,Okara Leasing & Investments Ltd.,OKARLES,Okara Leasing & Investment Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512565,NEELKANTH LIMITED,NEELKANTH,Neelkanth Ltd-$,Active,X ,10.00,INE581D01015,Equity,,,,,
512567,Bharat Parenterals Ltd.,BHARPAR,Bharat Parenterals Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512569,Auroknit Exports (India) Ltd.,ARONIEP,Auroknit Exports (India) Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512571,Aditya Lime Industries Ltd.,ADITLIM,Aditya Lime Industries Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512573,Avanti Feeds ltd.,AVANTIFEED,Avanti Feeds Ltd-$,Active,A ,1.00,INE871C01038,Equity,,,,,
512575,Ritesh Exports Ltd.,RITESEX,Ritesh Exports Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512579,Gujarat NRE Coke Ltd.,GUJNRECOKE,Gujarat NRE Coke Ltd,Delisted,XT,10.00,INE110D01013,Equity,,,,,
512581,Lynx India Ltd.,LYNXINDDM,Lynx India Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512583,Enviro-Clean Systems Ltd,ENVCLEN,Enviro Clean Systems Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512585,KARMA INDUSTRIES LIMITED,KARMA,Karma Industries Ltd,Delisted,Z ,10.00,INE416F01019,Equity,,,,,
512587,Zodiac-JRD-MKJ Ltd.,ZODJRDMKJ,Zodiac-JRD-MKJ Ltd,Active,X ,10.00,INE077B01018,Equity,,,,,
512589,Sita Enterprises LTD.,SITAENT,Sita Enterprises Ltd,Active,X ,10.00,INE579D01019,Equity,,,,,
512591,Pulsar International Limited,PULSRIN,Pulsar International Ltd,Active,X ,1.00,INE183U01022,Equity,,,,,
512593,Premium Industries India ltd.,PREMIND,Premium Industries India Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512595,Manbro Industries Limited,MANBRO,Manbro Industries Ltd,Active,X ,1.00,INE348N01042,Equity,,,,,
512597,KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSERV,Keynote Financial Services Ltd,Active,B ,10.00,INE681C01015,Equity,,,,,
512599,Adani Enterprises Ltd.,ADANIENT,Adani Enterprises Ltd,Active,A ,1.00,INE423A01024,Equity,,,,,
512600,ASTAL LABORATORIES LIMITED,ASTALLTD,Astal Laboratories Ltd,Active,X ,10.00,INE307N01014,Equity,,,,,
512602,Ashari Properties & Finances ltd.,ASHPROP,Ashari Properties & Finances Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512604,Haria Exports Ltd.,HARIAEXPO,Haria Exports Ltd-$,Active,X ,10.00,INE772B01014,Equity,,,,,
512606,Rupangi Impex Ltd.,RUPIM,Rupangi Impex Ltd,Delisted,B ,2.00,INE766B01024,Equity,,,,,
512608,Bhandari Hosiery Exports Ltd.,BHANDARI,Bhandari Hosiery Exports Ltd,Active,T ,1.00,INE474E01029,Equity,,,,,
512610,Shri Vardhman Overseas Ltd.,SHRIVAR,Shri Vardhman Overseas Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512612,Towels India Exports Ltd.,TOWELIN,Towels India Exports Ltd,Delisted,Y ,10.00,NA          ,Equity,,,,,
512614,Gran Heal Pharma Ltd.,GRANHPH,Gran Heal Pharma Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
512616,Orind Exports LTD.,ORINEXP,Orind Exports Ltd,Delisted,P ,10.00,INE165E01015,Equity,,,,,
512618,RLF Ltd.,RLF,RLF Ltd,Active,X ,10.00,INE629C01014,Equity,,,,,
512620,Duck Tarpaulins ltd.,DUCTA,Duck Tarpaulins Ltd,Delisted,P ,10.00,INE966D01018,Equity,,,,,
512622,Indo Swiss Exports Ltd.,INDOSWI,Indo Swiss Exports Ltd,Delisted,Z ,10.00,-,Equity,,,,,
512624,Regent Enterprises Limited,REGENTRP,Regent Enterprises Ltd,Active,X ,10.00,INE769D01016,Equity,,,,,
512626,Orbit Exports Ltd.,ORBTEXP,Orbit Exports Ltd,Active,T ,10.00,INE231G01010,Equity,,,,,
512628,Acquaint Exports Ltd.,ACQUATR,Acquaint Exports Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512632,Subhlaxmi Exports Ltd.,SUBHLTR,Subhalaxmi Exports Ltd,Delisted,Y ,10.00,NA          ,Equity,,,,,
512634,Savera Industries Ltd.,SAVERA,Savera Industries Ltd,Active,X ,10.00,INE104E01014,Equity,,,,,
512636,Preyanshu Exports Ltd.,PREYATRDM,Preyanshu Exports Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512638,Amigo Exports Ltd.,AMIGOEXDM,Amigo Exports Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
512640,Stocknet International Ltd.,STOCKNET,Stocknet International Ltd,Delisted,XD,10.00,INE201D01010,Equity,,,,,
512642,Artillegence Bio-Innovations Ltd,ARTIBIOIN,Artillegence Bio Innovations Ltd,Delisted,XT,10.00,INE576F01010,Equity,,,,,
512644,Arihant Enterprise Ltd.,ARIHENT,Arihant Enterprise Ltd,Delisted,B ,10.00,INE154D01011,Equity,,,,,
513002,Andhra Sinter Ltd.,ANDHRSI,Andhra Sinter Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
513005,Chrome Silicon Limited,CHROME,Chrome Silicon Ltd-$,Active,X ,10.00,INE114E01013,Equity,,,,,
513010,TATA STEEL LONG PRODUCTS LIMITED,TATASTLLP,Tata Steel Long Products Ltd,Delisted,B ,10.00,INE674A01014,Equity,,,,,
513012,Jeet Machine Tools Ltd.,ZJEETMAC,Jeet Machine Tools Ltd,Active,XT,10.00,INE987E01012,Equity,,,,,
513017,"Him Ispat Ltd.,",HIMISPTDM,Him Ispat Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
513018,"Himtubes Ltd.,",ZHIMTUBL,Himtubes Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
513023,NAVA LIMITED,NAVA,Nava Ltd,Active,A ,1.00,INE725A01030,Equity,,,,,
513039,Hindusthan Udyog Ltd,ZHINUDYP,Hindusthan Udyog Ltd,Active,XT,10.00,INE582K01018,Equity,,,,,
513041,ISPL Industries Ltd,ISPLIND,ISPL Industries Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
513043,Remi Edelstahl Tubulars Limited,REMIEDEL,Remi Edelstahl Tubulars Ltd,Active,X ,10.00,INE158G01015,Equity,,,,,
513059,G.S. Auto International Ltd.,GSAUTO,GS Auto International Ltd,Active,X ,5.00,INE736H01024,Equity,,,,,
513062,Sriyansh Steel Ltd,SRYSTLT,Sriyansh Steel Ltd,Delisted,Y ,10.00,NA          ,Equity,,,,,
513063,Trans-Freight Containers Ltd.,TRANSFRE,Trans Freight Containers Ltd,Active,X ,10.00,INE360D01014,Equity,,,,,
513077,"Sanghvi Steel Ltd.,",SANGHVI,Sanghvi Steels Ltd,Delisted,Z ,10.00,NA          ,Equity,,,,,
513081,Ferro Concrete Co.(India) Ltd.,FEROCON,Ferro Concrete Company India Ltd,Delisted,P ,10.00,NA          ,Equity,,,,,
513097,Shivalik Bimetal Controls Ltd.,SBCL,Shivalik Bimetal Controls Ltd,Active,B ,2.00,INE386D01027,Equity,,,,,
513108,Gandhi Special Tubes Ltd.,GANDHITUBE,Gandhi Special Tubes Ltd-$,Active,B ,5.00,INE524B01027,Equity,,,,,
513117,Amforge Industries Ltd.,AMFORG,Amforge Industries Ltd,Active,X ,2.00,INE991A01020,Equity,,,,,
